<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IFI,D,20080822,000000,1.9495,1.9495,1.8339,1.8679,3593,0
IFI,D,20080825,000000,2.0309,2.0309,2.0309,2.0309,1,0
IFI,D,20080826,000000,2.0377,2.0582,2.0377,2.0582,269,0
IFI,D,20080828,000000,1.9697,2.0445,1.7863,2.0445,1843,0
IFI,D,20080901,000000,2.0037,2.0037,1.8207,1.8339,7428,0
IFI,D,20080902,000000,1.8339,1.8679,1.7999,1.8679,2667,0
IFI,D,20080904,000000,1.8609,1.8609,1.8609,1.8609,525,0
IFI,D,20080908,000000,1.8541,1.8541,1.8541,1.8541,534,0
IFI,D,20080909,000000,1.8541,1.8609,1.8541,1.8609,359,0
IFI,D,20080910,000000,1.8541,1.8609,1.8541,1.8609,211,0
IFI,D,20080916,000000,1.8339,1.8339,1.3923,1.7592,5315,0
IFI,D,20080917,000000,1.6979,1.6979,1.6979,1.6979,1089,0
IFI,D,20080918,000000,1.5621,1.6436,1.5621,1.6436,917,0
IFI,D,20080919,000000,1.6303,1.6303,1.6303,1.6303,293,0
IFI,D,20080922,000000,1.6303,1.6303,1.6303,1.6303,148,0
IFI,D,20080924,000000,1.6099,1.6099,1.5962,1.5962,1474,0
IFI,D,20080925,000000,1.6028,1.7523,1.6028,1.7523,166,0
IFI,D,20080926,000000,1.7592,1.8679,1.6979,1.8207,7732,0
IFI,D,20080929,000000,1.739,1.8207,1.739,1.7658,9625,0
IFI,D,20080930,000000,1.7049,1.7049,1.6777,1.6979,7806,0
IFI,D,20081001,000000,1.7592,1.7933,1.7592,1.7933,664,0
IFI,D,20081002,000000,1.732,1.732,1.732,1.732,159,0
IFI,D,20081003,000000,1.7933,1.7933,1.6777,1.7592,2655,0
IFI,D,20081006,000000,1.6574,1.6641,1.5285,1.5621,6872,0
IFI,D,20081007,000000,1.5691,1.5691,1.3516,1.4944,34104,0
IFI,D,20081008,000000,1.4127,1.4944,1.3587,1.3587,26938,0
IFI,D,20081009,000000,1.3786,1.3786,1.3786,1.3786,440,0
IFI,D,20081010,000000,1.3587,1.3587,1.2225,1.2225,18444,0
IFI,D,20081013,000000,1.3587,1.4604,1.3587,1.3923,6214,0
IFI,D,20081014,000000,1.3313,1.4263,1.2905,1.4127,20925,0
IFI,D,20081015,000000,1.3786,1.4944,1.3786,1.4944,13462,0
IFI,D,20081016,000000,1.3786,1.3855,1.3244,1.3855,7282,0
IFI,D,20081017,000000,1.3381,1.3381,1.3177,1.3177,11647,0
IFI,D,20081020,000000,1.2905,1.2905,1.2905,1.2905,1471,0
IFI,D,20081021,000000,1.2565,1.2838,1.2565,1.2838,4262,0
IFI,D,20081022,000000,1.2225,1.2225,1.1548,1.1548,2063,0
IFI,D,20081023,000000,1.0935,1.1548,1.0869,1.1481,23652,0
IFI,D,20081024,000000,1.0731,1.0731,1.0596,1.0596,6009,0
IFI,D,20081027,000000,1.0118,1.277,1.0118,1.277,16020,0
IFI,D,20081028,000000,1.3177,1.3449,1.2565,1.3042,7076,0
IFI,D,20081029,000000,1.3244,1.3855,1.3177,1.3177,2134,0
IFI,D,20081030,000000,1.3244,1.3381,1.3244,1.3244,6407,0
IFI,D,20081031,000000,1.2565,1.3109,1.2565,1.3109,3810,0
IFI,D,20081103,000000,1.3042,1.3042,1.2905,1.2905,6933,0
IFI,D,20081104,000000,1.3587,1.3993,1.3587,1.3993,623,0
IFI,D,20081105,000000,1.4195,1.5353,1.2905,1.5285,36689,0
IFI,D,20081106,000000,1.5012,1.6506,1.5012,1.6506,37306,0
IFI,D,20081107,000000,1.5556,1.5962,1.5556,1.5962,2123,0
IFI,D,20081110,000000,1.5556,1.5556,1.4468,1.5012,10411,0
IFI,D,20081112,000000,1.4127,1.4127,1.4127,1.4127,515,0
IFI,D,20081113,000000,1.3786,1.3786,1.3449,1.3449,2,0
IFI,D,20081114,000000,1.4669,1.4669,1.4059,1.4669,4740,0
IFI,D,20081117,000000,1.3587,1.3587,1.3587,1.3587,75,0
IFI,D,20081118,000000,1.2905,1.3313,1.2838,1.3313,9526,0
IFI,D,20081119,000000,1.2635,1.2635,1.2635,1.2635,367,0
IFI,D,20081120,000000,1.1954,1.243,1.1954,1.243,10808,0
IFI,D,20081121,000000,1.3042,1.3042,1.3042,1.3042,148,0
IFI,D,20081124,000000,1.3042,1.3177,1.3042,1.3177,1960,0
IFI,D,20081125,000000,1.3177,1.6574,1.3177,1.6574,62866,0
IFI,D,20081126,000000,1.5826,1.6777,1.4944,1.6777,11174,0
IFI,D,20081127,000000,1.6913,1.8476,1.6913,1.7456,13685,0
IFI,D,20081128,000000,1.7658,1.7658,1.6574,1.6574,6266,0
IFI,D,20081201,000000,1.508,1.5621,1.508,1.5621,5313,0
IFI,D,20081202,000000,1.5285,1.6028,1.4604,1.6028,7075,0
IFI,D,20081203,000000,1.5962,1.6028,1.5962,1.6028,31067,0
IFI,D,20081204,000000,1.637,1.637,1.637,1.637,19,0
IFI,D,20081205,000000,1.6234,1.6234,1.5419,1.5419,264,0
IFI,D,20081208,000000,1.6099,1.6099,1.6099,1.6099,549,0
