<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TOA,D,20200107,000000,4.8872,5.1538,4.8428,4.8872,39733,0
TOA,D,20200108,000000,4.976,4.976,4.7983,4.9316,4336,0
TOA,D,20200109,000000,4.8872,4.9316,4.8428,4.8428,6354,0
TOA,D,20200110,000000,4.8428,4.9316,4.7983,4.8872,3380,0
TOA,D,20200113,000000,4.9316,5.1093,4.9316,5.0649,15560,0
TOA,D,20200114,000000,5.0649,5.1982,5.0205,5.1982,115865,0
TOA,D,20200115,000000,5.1982,5.3759,4.976,5.0205,99781,0
TOA,D,20200116,000000,5.0649,5.0649,4.9316,4.976,25560,0
TOA,D,20200117,000000,4.976,5.0205,4.8872,5.0205,24277,0
TOA,D,20200120,000000,5.0649,5.2426,4.8872,5.1982,222057,0
TOA,D,20200121,000000,5.3315,5.5092,5.0205,5.0649,86107,0
TOA,D,20200122,000000,5.1538,5.1538,4.9316,4.9316,35484,0
TOA,D,20200123,000000,4.976,5.0649,4.8428,5.0649,14708,0
TOA,D,20200124,000000,5.0649,5.0649,4.976,5.0205,4271,0
TOA,D,20200127,000000,5.0205,5.0649,4.8428,4.8872,10375,0
TOA,D,20200128,000000,4.8428,4.8872,4.7983,4.8872,14099,0
TOA,D,20200129,000000,4.9316,4.976,4.665,4.7095,19490,0
TOA,D,20200130,000000,4.7539,4.8428,4.665,4.8428,5656,0
TOA,D,20200131,000000,4.7983,4.9316,4.7983,4.9316,9353,0
TOA,D,20200203,000000,4.8872,4.9316,4.7983,4.9316,16430,0
TOA,D,20200204,000000,4.9316,5.0649,4.9316,5.0205,19438,0
TOA,D,20200205,000000,5.0649,5.1982,4.976,5.0649,28589,0
TOA,D,20200206,000000,5.1093,5.1093,4.976,4.976,10447,0
TOA,D,20200207,000000,4.9316,4.976,4.7983,4.7983,11244,0
TOA,D,20200210,000000,4.7983,4.8872,4.7095,4.7983,17898,0
TOA,D,20200211,000000,4.7983,4.8428,4.7095,4.7983,9611,0
TOA,D,20200212,000000,4.7983,4.7983,4.7539,4.7983,24301,0
TOA,D,20200213,000000,4.7983,4.7983,4.7095,4.7983,2373,0
TOA,D,20200214,000000,4.7095,4.7983,4.7095,4.7983,15830,0
TOA,D,20200217,000000,4.7983,4.7983,4.6206,4.6206,14979,0
TOA,D,20200218,000000,4.665,4.7983,4.5762,4.6206,20550,0
TOA,D,20200219,000000,4.5762,4.7095,4.5318,4.6206,14651,0
TOA,D,20200220,000000,4.665,4.7095,4.6206,4.6206,3494,0
TOA,D,20200221,000000,4.5762,4.5762,4.3718,4.4429,34624,0
TOA,D,20200224,000000,4.4074,4.4074,4.0342,4.1408,31118,0
TOA,D,20200225,000000,4.1408,4.1763,3.9808,4.1586,20846,0
TOA,D,20200226,000000,4.1408,4.1408,3.8209,4.123,9965,0
TOA,D,20200227,000000,4.0875,4.1052,3.9097,3.9275,11529,0
TOA,D,20200228,000000,3.8209,3.8387,3.5543,3.6787,35226,0
TOA,D,20200302,000000,3.5899,3.8209,3.5899,3.7143,13480,0
TOA,D,20200303,000000,3.8031,4.0519,3.7498,3.9808,14362,0
TOA,D,20200304,000000,3.8209,3.8564,3.7853,3.7853,10745,0
TOA,D,20200305,000000,3.8209,3.9453,3.7676,3.8209,7062,0
TOA,D,20200306,000000,3.732,3.8031,3.6254,3.6965,23649,0
TOA,D,20200309,000000,3.6609,3.6609,3.3588,3.3588,23071,0
TOA,D,20200310,000000,3.4832,3.5543,3.3766,3.3766,7934,0
TOA,D,20200311,000000,3.5188,3.5188,2.8968,3.1989,23976,0
TOA,D,20200312,000000,3.11,3.11,2.8257,2.9501,51477,0
TOA,D,20200313,000000,2.9501,3.2344,2.9501,3.2344,9209,0
TOA,D,20200316,000000,3.2344,3.3411,2.9679,3.2167,55337,0
TOA,D,20200317,000000,3.4477,3.4655,3.11,3.2877,8178,0
TOA,D,20200318,000000,3.1278,3.2877,3.1278,3.1633,10400,0
TOA,D,20200319,000000,3.1633,3.27,3.11,3.1278,14052,0
TOA,D,20200320,000000,3.1456,3.4477,3.1278,3.2877,11165,0
TOA,D,20200323,000000,3.1456,3.3766,3.1456,3.3588,9451,0
TOA,D,20200324,000000,3.1633,3.3766,3.1633,3.3588,6874,0
TOA,D,20200325,000000,3.3766,3.5543,3.3766,3.5188,6132,0
TOA,D,20200326,000000,3.4832,3.6787,3.4477,3.6432,5525,0
TOA,D,20200327,000000,3.8209,3.8209,3.5899,3.5899,3563,0
TOA,D,20200330,000000,3.5899,3.5899,3.501,3.5543,3923,0
TOA,D,20200331,000000,3.5365,3.6076,3.4655,3.5543,4181,0
TOA,D,20200401,000000,3.5543,3.5721,3.4388,3.501,2555,0
TOA,D,20200402,000000,3.4655,3.5543,3.3588,3.4832,3168,0
TOA,D,20200403,000000,3.5543,3.6076,3.5188,3.5188,4471,0
TOA,D,20200406,000000,3.5365,3.8209,3.5365,3.8209,11639,0
TOA,D,20200407,000000,3.9097,4.3718,3.8742,4.1763,26905,0
TOA,D,20200408,000000,4.1319,4.1319,3.9542,4.0875,3296,0
TOA,D,20200409,000000,4.0875,4.203,3.9453,4.043,3355,0
TOA,D,20200414,000000,4.1941,4.2296,4.0875,4.1941,20124,0
TOA,D,20200415,000000,4.1941,4.2652,4.1674,4.1674,24305,0
TOA,D,20200416,000000,4.1674,4.3452,4.1674,4.3452,4511,0
TOA,D,20200417,000000,4.3363,4.3363,4.2652,4.3363,5965,0
TOA,D,20200420,000000,4.4074,4.434,4.3185,4.354,13964,0
TOA,D,20200421,000000,4.354,4.354,3.9986,4.0253,19873,0
TOA,D,20200422,000000,3.9542,4.2119,3.9542,4.2119,2916,0
TOA,D,20200423,000000,4.0875,4.1497,4.0875,4.1408,2330,0
TOA,D,20200424,000000,4.1408,4.1674,4.1408,4.1408,1047,0
